$x1,$x2,$x3,$x4,$x5,$x6,$x7,$x8,$x9,$x10,$x11,$x12,$x13,$x14,$x15,$x16,$x17,$x18,$x19,$x20,$x21,$x22,$x23,$x24,$x25,$x26,$x27,$x28,$x29,$x30,$x31,$x32,$x33,$x34,$x35,$x36,$x37,$x38,$x39,$x40,$x41,$x42,$x43,$x44,$x45,$x46,$x47,$x48,$x49,$x50,$x51,$x52,$x53,$x54,$x55,$x56,$x57,$x58,$x59,$x60,$x61,$x62,$x63,$x64,$x65,$x66,$x67,$x68,$x69,$x70,>>f1,>>f2,>>f3
-1, 3, 2, 0, 0, 1, -1, 3, -1, 1, 3, 2, -1, -1, 0, 2, 1, 1, 2, 3, 2, 1, 2, 2, -1, 1, 0, -1, 3, 3, -1, 0, 0, 0, -1, 1, 1, 3, 2, -1, 3, 0, 3, 1, 0, 3, 1, 1, 1, 3, -1, -1, 0, 2, 1, 2, 2, 0, 0, 0, 0, 0, -1, 1, 2, 2, 2, 2, 3, 1, 4194, 1049, 642
0, 1, 1, -1, 1, 0, 3, -1, 2, 2, 0, 1, 3, -1, 1, 2, 0, 1, 1, -1, 1, -1, -1, 0, 1, 2, 3, -1, -1, 0, 2, 2, 0, 1, 2, 2, -1, 2, -1, 2, 3, 3, 3, 0, 0, 0, -1, 1, 1, 2, 2, 0, 3, 2, 3, 3, 3, 1, -1, 2, 1, -1, 3, 2, -1, 3, 3, 0, 2, 0, 3911, 1049, 642
0, 0, 2, 2, 1, 1, 2, 3, 3, 3, -1, 3, -1, -1, 2, 1, 3, 1, 2, -1, 3, 1, 2, 2, 1, -1, 1, 0, 2, 1, -1, 3, -1, -1, -1, 2, -1, 0, 0, 3, 3, 1, 2, 1, 0, -1, 2, -1, 2, 2, -1, 0, 2, 2, 3, 0, 0, 0, 0, -1, 2, 3, 0, 3, 2, 3, -1, 3, 0, 1, 3884, 1049, 642
2, -1, -1, 1, 2, 2, 0, 3, 2, 1, -1, 3, 0, 0, 2, -1, 1, 0, -1, 2, 3, 2, 0, -1, -1, 2, 1, 1, -1, 2, 0, 2, -1, -1, 1, -1, 1, 0, -1, 0, 1, 1, 2, 3, 1, 0, 2, -1, 3, 1, 3, -1, 0, 3, 3, 0, -1, 1, 1, 2, 2, 1, 1, -1, -1, 0, 3, 2, 0, -1, 3870, 1049, 642
3, 3, 0, 2, -1, 0, 0, 1, -1, -1, 2, -1, 0, 0, 0, 3, 2, 0, 1, 3, 2, -1, 1, 1, 3, 0, 3, 3, 1, 0, 1, 0, -1, -1, 2, -1, 1, -1, 2, 0, 2, 3, 3, 1, -1, 1, 2, 0, 0, 1, 2, 1, -1, 1, 2, 3, 0, -1, 2, 2, 1, 0, 1, 2, 1, -1, 2, 1, 3, 2, 4121, 1049, 642
-1, 2, 0, 3, 3, 1, 2, 0, -1, 1, 1, 0, 1, 2, 3, 2, -1, 3, -1, 2, 0, 2, 1, -1, 2, 0, 3, 2, 0, 3, 0, 3, -1, -1, 2, 1, 0, 0, 1, 3, 1, 2, 3, 0, 0, 1, 0, 2, 3, -1, 3, 3, 2, 2, -1, 1, 1, -1, 3, 0, 2, 0, 1, -1, 0, 0, -1, 1, 1, -1, 3851, 1049, 642
3, 3, 3, -1, 1, 1, 3, 0, 3, 1, 0, 0, 0, -1, 2, 2, -1, 0, 2, 2, 1, 2, 3, -1, 0, 0, -1, 0, 2, 2, 1, 2, 0, 1, -1, 1, 1, 2, 3, 0, 3, 0, -1, 1, 3, 1, 2, 2, 3, 2, -1, -1, 1, 3, -1, 0, 2, -1, 0, 1, 2, -1, 2, 0, 0, 1, 3, 0, 1, -1, 4113, 1049, 642
3, 1, -1, 3, 0, 2, 3, 1, 3, 3, -1, -1, 0, -1, 0, 1, 2, -1, -1, 3, 0, 0, 1, 1, 0, 2, 1, 3, 3, 2, 1, 0, 0, 2, -1, 3, -1, 1, 1, 2, 3, 1, 2, 0, -1, 0, 1, 1, -1, 3, 1, 3, 2, 2, 3, 0, 2, 2, 2, 0, -1, 0, 0, -1, 1, 2, 0, 2, 0, 2, 4156, 1049, 642
-1, 1, -1, -1, 0, 0, 2, 3, 3, 2, -1, 2, 1, 3, 2, 3, 2, -1, -1, -1, 2, 2, 1, 2, 1, 1, 0, 2, 0, 2, 2, -1, 3, 3, 0, 2, 3, 1, -1, 1, 2, 2, 2, 2, -1, 1, 3, 1, 0, 0, 1, -1, 0, 0, 1, -1, 3, -1, 3, -1, -1, 0, 1, 0, 3, 1, -1, 0, 1, -1, 3444, 1049, 642
1, -1, 1, 2, 2, -1, 2, -1, -1, 1, 0, 1, -1, 1, 2, 1, 2, 0, 2, 3, 0, 2, 2, 1, -1, 2, 2, 1, 3, 3, 0, -1, 1, 3, 3, 0, 3, 0, 1, 2, -1, -1, -1, 0, -1, -1, 2, 2, 0, -1, 0, 1, 3, 0, 0, 3, 2, 0, 3, 3, 1, 0, 1, -1, 3, 0, 1, 1, 3, 0, 4041, 1049, 642
1, 3, 3, 2, 0, 1, 1, 2, -1, 2, 2, 2, 1, -1, 0, -1, 0, -1, 2, 3, 1, 1, 1, 2, 2, 1, 3, -1, 0, -1, -1, 2, -1, 3, 1, 3, 3, 0, 0, 0, 3, 3, -1, -1, 3, 0, 2, 0, 0, 2, 0, 0, 1, -1, 3, 2, 1, 3, 2, 1, 0, 1, 2, 2, 0, 1, 3, 3, 1, -1, 4132, 1049, 642
1, 2, -1, 1, 2, -1, 0, 0, 1, 2, 3, 2, 0, 2, 1, 0, 3, -1, -1, -1, -1, 0, 1, -1, 0, 2, 2, -1, -1, 2, 1, -1, -1, 0, 0, 2, 1, 0, 0, 3, -1, 0, 2, -1, 3, 0, 0, 1, 0, 3, 2, 2, 1, 0, 1, 0, -1, 2, -1, -1, 2, 3, 1, 1, 1, -1, 1, -1, -1, 3, 3913, 1049, 642
3, -1, 0, 0, 0, 2, 1, 1, -1, 2, 1, 0, -1, 1, 1, 1, -1, 0, 3, -1, 2, 1, 3, 0, -1, -1, 0, 2, 1, 2, 3, -1, 0, 1, -1, 3, 1, 2, 2, 2, 2, 3, 3, 3, 3, 1, 3, 2, 2, 3, -1, 0, 2, -1, 2, 3, 1, 0, 1, 2, -1, -1, 1, -1, 0, 0, 0, 0, 2, -1, 4124, 1049, 642
-1, 0, 2, 2, -1, 2, 2, 1, 2, -1, 0, 0, 3, -1, -1, 0, 1, 1, 2, 3, 0, -1, 0, 3, 3, 3, -1, 1, 1, 0, 1, -1, 3, 3, 2, 0, 0, 2, 2, 3, 1, 1, 3, 1, 2, 2, 2, 0, 1, 0, 1, 2, 3, 3, 1, 1, -1, 0, 1, 1, 1, 3, 2, -1, 0, 3, 3, 2, 0, 3, 4243, 1049, 642
2, 1, 3, -1, 2, 1, 3, -1, 2, 1, 3, 0, 2, -1, 0, 1, 0, 0, 1, -1, 0, 2, 0, 0, -1, 1, -1, -1, 3, -1, 1, -1, 2, 0, 2, -1, -1, 1, 1, -1, 3, 1, 0, 1, -1, 1, 2, -1, -1, 2, 0, 2, -1, -1, 0, -1, -1, 0, 2, 2, 1, 2, 3, -1, 1, -1, 0, 1, -1, 3, 3575, 1049, 642
2, 0, 3, 1, 1, -1, 2, 3, 2, 2, 2, -1, 1, 0, -1, 3, -1, 1, 0, -1, 3, 0, 2, 3, -1, 1, 2, 1, 2, 0, 0, 3, 3, 2, -1, 1, 1, 3, 3, 2, 3, 1, -1, 2, 1, -1, 1, -1, 1, -1, 0, 1, -1, 3, 1, 3, 0, 1, 3, 0, 2, 2, 2, 1, 3, -1, 2, 3, 0, 0, 3969, 1049, 642
1, 2, 2, 1, -1, 0, -1, 3, -1, -1, 1, 3, 2, 0, 1, 3, 1, -1, 0, 0, -1, 3, 2, 2, 0, 2, 1, 3, -1, 2, 3, 1, 1, 0, 3, -1, 1, -1, 2, 1, 0, 0, 1, 1, -1, 0, 1, -1, 3, -1, 0, -1, 3, 0, 0, 0, 3, 3, 2, 1, 2, 2, -1, 0, 3, 0, 3, 3, 3, 0, 4112, 1049, 642
0, 2, 2, 2, 1, 0, 0, 0, 2, 1, 3, 1, 3, -1, 2, 1, -1, -1, 0, -1, 1, 1, -1, 3, 3, 1, 3, 2, 1, -1, 1, 3, 2, 3, 2, 3, -1, -1, 1, 1, -1, -1, 2, 0, 1, 2, 1, 3, 2, 2, 2, 3, 0, -1, -1, 3, 0, 0, 0, 1, 2, 0, 0, 3, 2, 1, -1, 2, 0, 1, 4076, 1049, 642
1, 1, 1, 1, -1, 2, 0, -1, -1, -1, 3, 2, -1, -1, -1, 2, -1, 1, 3, 0, 2, 3, 0, -1, 2, 3, -1, 3, 1, -1, 1, 0, 0, 2, -1, 1, -1, 1, 2, 2, 2, 1, 1, 1, -1, 1, 2, 3, 0, -1, -1, 2, 1, 3, 0, -1, 3, 0, 2, 0, 2, 2, 0, 3, 0, 0, 3, 3, 1, -1, 3901, 1049, 642
3, 1, 0, 1, -1, 2, 0, 1, 1, -1, 0, -1, -1, 3, 1, 1, 2, 1, -1, 2, 0, -1, 2, 1, 2, 3, 0, 0, -1, 0, 0, 2, 0, 3, 2, 0, 3, 3, 3, 3, 2, 3, 0, -1, -1, 1, 2, 3, 0, 1, 3, 0, 2, 3, 2, 1, -1, 1, 0, -1, -1, -1, 3, -1, -1, 0, 1, 1, 0, 2, 4008, 1049, 642
3, 3, 0, 2, 3, -1, 2, -1, -1, 3, 1, 3, 0, 0, 2, 0, 0, 3, 2, -1, -1, 2, 1, 0, 1, -1, 1, 0, -1, 1, 2, 2, -1, 3, -1, 0, 0, 1, 1, -1, 2, 0, 0, 0, 3, 1, 0, 2, -1, 0, -1, 3, 1, 3, 3, 1, 1, 1, 1, 2, 2, -1, 2, -1, 0, 0, 2, 2, 2, -1, 4116, 1049, 642
1, 2, 2, 3, 2, -1, 0, -1, 3, 1, -1, 3, -1, 3, 2, 1, 0, -1, 1, 3, 2, 2, 3, 2, 3, 2, 2, 3, 0, 3, 0, 3, 2, 2, 1, 3, 3, 0, 2, -1, -1, 1, 0, -1, 1, 0, 1, 0, 0, 1, -1, -1, 0, 0, 0, -1, 3, 1, 1, 1, 0, 0, 2, 3, 0, 1, 1, 2, -1, 2, 4431, 1049, 642
2, 3, 1, 0, 1, 1, -1, 1, 1, -1, 3, 0, 3, 1, 1, 0, 1, 0, 0, 2, 3, 3, -1, 3, -1, 2, 1, 2, 0, -1, 0, 1, 2, 2, 0, -1, -1, 0, -1, 1, 1, -1, -1, 0, -1, -1, 0, 0, 3, 3, 2, 2, 3, 1, -1, 3, 2, 2, 2, 0, 3, -1, -1, 0, 0, 2, -1, 3, 3, 0, 3831, 1049, 642
2, -1, 0, 1, 1, 1, 1, 2, 2, 0, 0, -1, 1, 2, 1, 1, -1, 3, 1, 3, -1, 2, 1, 2, 3, 0, 2, 1, 3, 2, 1, 2, 0, -1, 2, 0, 0, 0, 3, 2, 3, 0, 2, 3, 1, 0, 3, -1, 0, -1, -1, -1, 0, 3, -1, 2, 3, 1, 3, 0, 3, 2, 3, 1, -1, 3, 3, -1, 1, 1, 4088, 1049, 642
-1, -1, 3, -1, -1, -1, 0, 3, 3, 0, 1, 0, 2, 0, 2, 0, 1, 0, 1, 3, 2, -1, 2, 1, 1, 1, 0, 1, 0, -1, 3, 2, 1, 2, 1, -1, 0, 3, 1, 2, 2, 2, 3, 2, 0, 0, 0, -1, 1, 2, 2, 1, 1, 1, 3, -1, -1, 3, 2, 0, 2, 0, -1, 2, -1, 0, 1, 3, -1, 3, 4067, 1049, 642
2, 1, 0, 3, -1, 2, 0, -1, 0, 0, 3, 1, 3, 3, -1, 1, 0, 1, 0, -1, 2, 2, 3, 2, 1, 1, 3, 2, -1, 2, 0, -1, 3, 0, 3, 0, 1, 1, 0, 1, 3, -1, -1, 1, 2, 0, 0, -1, 3, 0, 1, 2, 2, 1, 2, 2, 1, 3, 2, 3, 1, 0, 0, 3, 1, 3, 2, 2, 0, 3, 4312, 1049, 642
2, -1, 1, 1, 3, -1, 0, 3, 3, -1, 2, 1, 0, -1, -1, -1, 3, 2, 1, 1, -1, 1, 2, -1, 3, 3, -1, 2, 1, 2, 3, 0, -1, 3, 1, 1, 2, 2, 1, 0, 0, 0, 1, 1, 0, 3, -1, 0, 2, 2, 0, 3, 2, 2, 0, 2, -1, 1, 1, 1, -1, 2, 2, -1, 1, 3, 0, 3, 0, 0, 4209, 1049, 642
-1, 1, 0, 1, -1, 1, -1, 3, 3, 3, -1, 0, -1, 0, 3, 1, 1, 3, 2, -1, 3, 2, 0, 1, -1, 3, 0, 1, 0, 1, -1, 1, 0, 2, 2, 2, 3, 3, 0, 3, 3, 2, 1, 0, -1, 1, 0, -1, 2, 1, -1, 1, -1, 2, 0, 3, 0, 3, 0, -1, -1, 2, 2, 0, 2, 0, 2, 2, -1, 3, 3890, 1049, 642
-1, -1, 1, 0, 2, 1, 0, 1, -1, 3, 1, 1, 2, 0, 0, 2, 2, 3, 2, 0, 2, 0, -1, -1, 0, 3, -1, 0, 2, 3, 2, 1, -1, 0, 2, 1, 3, 2, -1, 3, -1, 1, 0, 1, 1, 1, -1, 2, 3, -1, 3, 3, 1, 1, 3, 2, -1, 2, 0, 1, 3, 3, 0, -1, 0, 0, 2, 3, 1, 3, 4319, 1049, 642
3, -1, 1, 1, 2, 1, 0, 3, 0, 2, 3, -1, 0, 3, 2, 0, 0, 2, 2, -1, 0, 3, 3, 3, 2, 2, -1, 0, 3, -1, 1, 3, 0, 2, 2, 2, -1, 2, 3, 0, 1, -1, 1, 3, 2, 0, -1, -1, 3, 1, 0, 0, 1, 2, 0, 0, -1, 1, 1, 1, 1, 1, 2, 2, 2, 1, 0, -1, 3, 1, 4365, 1049, 642
3, -1, 2, 0, 3, 1, 2, 3, 2, 1, 1, -1, 0, 2, 1, -1, -1, 1, 0, 0, -1, -1, 3, -1, 0, 2, 1, 3, 2, -1, 2, 1, 1, 0, -1, -1, 1, 2, 2, 2, 3, 0, -1, 1, 3, 2, 0, -1, 0, -1, -1, 0, -1, 0, 1, -1, 0, 2, -1, 2, -1, 1, 0, 0, 2, 2, 3, 2, 1, 2, 3838, 1049, 642
0, 1, 0, 2, 3, 0, 0, 0, 1, 2, 2, 0, 2, -1, 0, 2, 3, 1, 2, 2, 3, -1, 1, 2, 0, 2, 0, 0, 3, 3, 2, 1, 1, 3, 1, 1, -1, 0, 1, 0, 2, 1, -1, 3, -1, -1, -1, 1, -1, 2, 2, 1, -1, 1, 3, 1, -1, 3, 3, 0, 2, -1, 3, 3, 2, 1, 0, -1, 0, 2, 4009, 1049, 642
1, 0, 1, 2, 3, -1, 3, -1, 2, 0, 1, 0, 2, -1, 0, -1, 0, 3, 2, 2, 0, 1, -1, -1, 0, 1, -1, 1, 0, 1, 3, 2, 3, 1, 0, -1, 1, 0, -1, 0, 2, -1, 1, 3, 2, 2, 3, 0, 1, 2, -1, -1, 2, -1, -1, 2, -1, 3, 3, 0, 1, 2, 1, 0, 3, 2, -1, 1, 1, 2, 4150, 1049, 642
3, 3, -1, 1, 3, 2, -1, 2, -1, 2, 0, 1, 0, 0, 0, 2, -1, -1, 1, 0, 2, 1, 1, 3, 1, 2, 1, 1, 0, 3, 2, 3, 3, -1, 1, 1, 1, -1, 3, 0, -1, 0, 1, -1, 2, 2, 0, 0, 0, 0, 2, 1, 3, 1, -1, 2, 0, 0, 2, 3, 0, 3, -1, 2, 2, 0, 3, 2, -1, 3, 4214, 1049, 642
-1, 1, 1, 0, -1, 2, 2, 3, 3, -1, -1, 0, 3, -1, -1, 2, 1, 2, 1, 1, 1, 2, 3, 2, -1, 1, 1, 2, 2, -1, 3, 0, 1, 2, 0, -1, 2, -1, 3, 0, 1, 1, 0, 3, 1, 2, -1, -1, 3, 1, -1, 2, -1, 0, -1, 3, 0, -1, 0, 1, 0, 0, -1, 2, 0, 2, 1, 2, 0, 2, 3820, 1049, 642
1, 0, -1, -1, 1, 3, 2, -1, -1, 2, 3, 0, -1, 0, 0, -1, 2, 1, 2, 0, 0, 3, 2, 0, 0, -1, 3, 3, 2, -1, 1, 0, 1, 0, 3, 1, -1, 2, 2, 0, 1, 2, 2, 3, 3, 1, 1, 0, 1, 1, -1, -1, -1, -1, 1, -1, 0, 0, 2, 1, 2, 1, 1, 2, 0, 3, 2, 3, 0, 1, 4399, 1049, 642
0, -1, -1, 0, 0, 2, 1, 3, 3, 0, 2, 3, 3, 1, 0, -1, 3, 2, 0, -1, -1, 1, 1, 3, 1, 2, -1, 2, 2, 0, 2, 3, 2, 3, 1, 2, 1, -1, 2, 2, 1, -1, -1, 2, 3, 3, 1, -1, 2, -1, 0, 3, 0, -1, -1, 0, 1, 0, 1, 2, -1, 1, 0, 2, 0, 1, 1, 0, 2, 3, 4157, 1049, 642
-1, 0, 1, 3, 1, 3, -1, 2, 3, 0, -1, -1, 3, 2, 1, 2, 0, 3, 0, 2, -1, 1, 0, -1, 0, 0, 3, 3, 2, 0, 0, 1, -1, 2, 2, 1, 3, 2, 2, 2, 3, 3, 1, 0, -1, 2, 3, 3, 1, -1, 0, 1, 1, 2, 0, 1, 1, 1, -1, 3, -1, 3, 0, 2, 0, -1, -1, 2, 2, 0, 4054, 1049, 642
1, 1, 2, 0, 3, -1, -1, 1, 0, 1, 1, 3, 2, 2, 2, 1, 2, 1, -1, 3, 1, -1, 0, 3, -1, 0, 3, 2, 3, 0, 0, -1, 2, -1, 0, -1, 2, 2, 3, 2, 1, 0, 3, 1, 1, 2, -1, 0, 0, 3, 1, 0, 0, 0, 3, 3, 3, 1, 0, 2, 3, 1, 3, 2, -1, 2, 2, 1, 2, 0, 4321, 1049, 642
1, 1, 3, 0, 3, 3, -1, 0, 2, 2, 2, -1, -1, 0, 0, 1, 0, -1, 3, 2, 1, 3, 0, 2, 0, 2, 2, 3, 3, -1, 1, -1, 2, 0, 3, -1, 0, 2, 3, 2, -1, 3, 2, -1, -1, 2, 1, 1, 1, 1, -1, 1, -1, 1, 1, 0, 2, 0, 3, 1, 0, 0, -1, 0, -1, -1, 1, -1, 2, 3, 4093, 1049, 642
0, 0, 2, 1, -1, -1, -1, 3, 0, 3, 2, 3, 2, 2, 2, 3, 1, -1, 2, 2, 0, 3, 1, 0, 0, 2, 3, 3, 1, 1, 0, 1, -1, 2, 2, -1, 2, 0, 1, 1, 0, 0, 1, 0, 3, 1, 3, 1, -1, 3, -1, 3, 1, -1, 3, -1, 1, 3, -1, 2, 0, 2, 3, 3, 1, -1, 0, 2, 0, 2, 4219, 1049, 642
2, 3, 3, 3, 3, -1, 0, -1, 2, 1, 0, 3, 3, -1, 0, 0, -1, 2, 2, 0, 0, 2, 2, 0, 1, -1, -1, 0, 1, 1, -1, 1, 0, 1, 3, 2, 0, 2, -1, 0, 2, 0, 1, 1, -1, 0, 3, -1, 1, 1, 2, 2, 0, 2, 3, 1, 3, 3, -1, -1, 2, 0, 2, -1, 3, 1, 2, 1, -1, 1, 4137, 1049, 642
2, 2, 0, 3, 3, 0, 2, 3, 3, 1, 0, -1, -1, 2, -1, 0, 1, 2, 0, 2, 1, 1, -1, 1, 0, 1, -1, 3, 1, 2, -1, 3, 1, 0, -1, -1, 3, 2, 2, 0, 2, -1, 2, 1, 0, -1, 1, 3, 2, -1, 0, 3, 0, -1, 0, 1, 1, 3, 0, 1, 0, -1, 1, 3, 2, -1, 2, -1, 0, 2, 4278, 1049, 642
-1, 0, 1, 2, 0, 2, -1, -1, 1, 2, 0, 1, 0, 1, 1, 0, 3, 3, 3, -1, -1, 2, 1, 0, 3, 1, 2, -1, -1, -1, 3, -1, -1, 2, 2, 0, 0, 2, 3, 0, 2, 3, -1, 0, 3, 0, -1, -1, 1, 2, -1, 2, 3, 1, 0, 0, 2, 3, 3, 3, -1, 2, 0, 2, 0, 2, 1, 1, 2, 1, 3870, 1049, 642
1, 2, -1, -1, 1, 3, 2, -1, -1, 2, 1, 2, 1, -1, 0, 1, 1, 1, 0, 3, 0, 0, 2, 2, -1, 3, 0, 2, 1, -1, 1, -1, 3, 2, 0, 0, -1, 0, 2, 3, 3, 1, 2, 1, 3, 3, 3, 0, 0, 1, -1, 3, 3, 0, 2, 1, -1, 1, -1, 2, 0, -1, 1, 1, 0, 0, 0, 2, -1, 0, 4086, 1049, 642
2, 1, 2, 1, 2, 0, -1, 2, 3, -1, 3, -1, 1, 0, 1, 0, 3, 0, 3, 3, -1, 3, 2, 3, 3, 1, 0, -1, 0, -1, 0, 3, -1, -1, 0, 1, -1, 2, 0, 1, 0, 3, 2, 1, 2, 2, 2, 0, 3, 3, 3, 1, 2, 2, 0, 2, 1, -1, 3, 0, 2, 1, 0, 1, 0, 2, 1, 0, -1, -1, 3996, 1049, 642
2, -1, 2, 2, 3, -1, 2, 1, 0, 1, 3, 2, 0, -1, 2, 3, 3, 1, 0, 1, 1, 3, 3, -1, 2, 3, 0, 1, 1, 3, 3, 3, 0, 1, -1, 3, 1, 2, 0, 0, 2, -1, 2, 1, 1, 0, -1, 0, 2, 1, 2, 2, 3, -1, 0, 1, 1, -1, 1, 0, 3, 2, 2, 0, -1, -1, 3, 0, 0, 1, 4339, 1049, 642
-1, -1, 1, 0, 3, 0, -1, 2, 3, 0, 3, 2, 2, -1, 0, 2, -1, 2, -1, 1, 3, 0, 1, 3, 2, 3, -1, 1, -1, -1, 2, 3, -1, 1, -1, 2, 3, 3, 2, 0, 1, 3, 3, 2, 3, -1, 2, 0, -1, 0, -1, 0, 0, 2, 0, 1, 2, 3, 0, 1, 2, 0, 1, 2, 1, -1, 1, 0, -1, 0, 3791, 1049, 642
1, -1, 2, -1, -1, -1, 0, -1, -1, 3, 0, -1, 2, 2, 2, 1, 2, -1, 0, -1, -1, 2, 1, -1, 2, 1, 3, 2, 0, 2, 2, 2, 2, 1, -1, 1, 3, 1, -1, 1, 0, 0, -1, 3, 3, 0, 1, 0, 1, -1, -1, 2, 1, 0, -1, 1, 0, 3, 0, 1, 2, 0, 1, 1, 0, 3, 2, -1, 2, 3, 4046, 1049, 642
3, 2, 1, 0, 3, 1, 2, 3, 1, -1, 3, 2, 1, 0, -1, 3, -1, -1, 0, 0, 1, 0, 3, 2, 0, 0, 1, -1, 3, -1, -1, 2, 0, 0, 2, 2, 0, 3, 1, 2, 0, 2, 1, -1, -1, 2, 2, 2, -1, 3, 3, 0, -1, -1, 2, -1, 1, 0, 2, 1, 3, 0, -1, 1, 1, -1, -1, 3, 2, 0, 3830, 1049, 642
1, 2, 2, 3, 3, 2, 1, 3, 0, 1, 1, 3, 2, 0, 0, 0, -1, -1, 1, 0, -1, 1, 0, -1, 2, 1, -1, 0, 3, 2, 1, 2, 2, -1, 0, 3, 2, 1, 3, 1, 0, 3, 0, 3, -1, 1, 0, 2, 1, -1, 3, 0, 0, 3, 1, -1, 2, 2, 1, 0, 0, -1, 3, 1, -1, 1, -1, 3, -1, -1, 4026, 1049, 642
3, 0, -1, 2, 0, -1, -1, 0, 2, 3, 3, 1, 2, 2, 3, 2, -1, 1, 1, 3, 1, 1, 3, 3, 2, 3, -1, -1, 3, -1, -1, 2, 0, 2, 0, -1, 0, -1, 2, 2, 2, -1, 1, 0, 1, 0, 2, 0, 2, 2, 0, 0, 0, 1, 2, 1, -1, 1, -1, 1, 3, 1, 1, -1, 1, 3, 2, 0, 1, 3, 4059, 1049, 642
0, 2, 2, 2, 0, 1, -1, 1, 1, 2, -1, 1, -1, 2, 0, 0, 3, 1, 1, -1, 3, 1, 3, -1, 2, -1, -1, 0, 0, -1, 0, 2, 1, 3, 0, -1, -1, 1, 3, 0, 2, 3, 1, -1, 0, 0, -1, 0, -1, 3, 3, 2, -1, 2, 1, 0, 3, 1, 1, -1, 2, -1, 0, 2, 1, 2, 2, 2, 0, 0, 4401, 1049, 642
0, -1, 2, -1, 2, 2, 2, 0, 1, 3, 3, 3, 2, 1, 2, 1, 1, 3, 2, 1, 2, 0, -1, 2, 1, -1, 3, 0, -1, 2, 1, -1, 0, 3, 1, -1, -1, -1, -1, 0, 1, 2, 3, 3, -1, 0, -1, 0, 1, 0, 3, 0, 3, -1, 0, -1, 3, 1, 2, 0, 0, 0, 1, 0, -1, 1, 2, -1, -1, 1, 4015, 1049, 642
-1, -1, 2, 0, 1, 3, 0, 2, -1, 1, -1, 3, -1, 3, 0, 2, -1, 2, 1, 0, 2, -1, 3, 1, 2, -1, -1, 1, 3, 3, 2, 0, -1, 2, 0, 1, 3, 0, 0, 2, 0, 1, 0, 1, 1, 0, -1, 1, 0, 1, 2, 2, 2, 3, 2, 0, 0, 1, 1, 3, -1, 1, 3, 0, 0, -1, 1, 2, 2, -1, 4405, 1049, 642
2, 1, 2, 2, 3, 3, 2, -1, 3, 0, 2, -1, 1, -1, 1, 1, 0, 0, -1, -1, 3, 2, 1, 1, 3, 3, 1, 3, 0, 3, -1, 1, 0, 0, 1, 1, 3, 2, -1, 2, 1, 2, -1, 0, -1, 0, 3, 0, 3, -1, 0, 2, 2, 2, 0, 3, -1, 3, 0, 1, 3, 2, 3, 1, 0, -1, -1, 2, 0, 1, 4030, 1049, 642
2, 1, 3, -1, -1, 3, 2, 2, 2, -1, 0, 3, -1, 1, 2, -1, 0, 2, 2, 1, -1, 0, 1, 0, 3, -1, 1, 3, 0, 0, 1, -1, -1, 3, 2, 0, 1, 2, 2, 1, -1, 1, -1, 2, 0, 3, 1, 2, -1, 3, -1, 2, -1, 1, 0, 3, -1, 2, 3, 0, 0, 3, 3, 1, 1, 3, 0, -1, 1, 2, 3913, 1049, 642
-1, 1, 0, 2, 1, 2, 0, 2, 1, 2, 0, 3, 2, 3, 0, 3, 2, 0, -1, 3, 1, 0, 3, -1, 3, -1, -1, -1, -1, -1, 3, 1, 2, 0, 0, 0, 0, 3, 0, 1, 3, 3, 1, 1, -1, 3, 0, -1, 2, 2, 2, 3, -1, 0, 0, 0, 1, 3, 2, 0, 1, 3, 1, -1, 1, -1, 1, -1, 0, 2, 3936, 1049, 642
2, 2, 1, 1, 0, 3, 0, -1, -1, 2, -1, -1, 3, 1, 0, 2, 1, 0, 3, 2, -1, -1, 1, 3, 2, 2, -1, -1, 0, 0, 0, -1, 3, 3, 1, 2, 0, 2, 1, 0, 2, 1, 3, 3, -1, 2, 0, 0, 3, 0, -1, 0, 1, 3, 3, -1, 1, 0, 0, 1, 3, -1, 3, 1, 2, 0, 1, 1, 1, 2, 4268, 1049, 642
2, 2, -1, -1, -1, 3, 3, 0, -1, -1, 0, 0, 1, 0, 1, 1, 2, 2, 3, 1, 0, 3, 2, 1, 1, 2, 3, 3, 3, -1, 1, 2, 2, 1, 1, 1, -1, -1, 0, 1, 2, -1, 1, -1, -1, 0, 0, 1, -1, 0, 0, 2, 0, -1, 2, 0, -1, 3, 1, 0, 1, -1, 0, 2, -1, 0, 2, 3, 0, 2, 4053, 1049, 642
2, 0, 1, 3, 1, 3, 0, 2, 0, 1, 0, 0, 0, 1, 0, 3, 2, 0, 0, -1, 3, 0, -1, 3, -1, 0, 0, 2, 2, -1, 2, -1, 1, 1, 3, 0, 1, 1, 1, 2, 3, 2, -1, -1, 1, -1, 2, 3, 0, 2, 2, 3, 2, -1, 1, 3, 3, 2, 3, 1, 3, 1, 2, -1, -1, -1, 3, 0, 0, 1, 4040, 1049, 642
1, -1, 0, 0, -1, -1, 1, 0, 0, 1, 0, 3, -1, 3, 1, 3, 1, 0, 0, 1, 3, 0, 0, 3, 2, 0, -1, 2, 2, 3, 3, 2, 3, 2, 3, 2, -1, 1, -1, 2, 3, 2, 3, 3, 0, -1, 3, 1, 0, -1, 2, -1, 0, 0, -1, 2, -1, 1, 3, 0, 1, 2, 2, 2, 1, 2, 1, 2, -1, 0, 4401, 1049, 642
