$x1,$x2,$x3,$x4,$x5,$x6,$x7,$x8,$x9,$x10,$x11,$x12,$x13,$x14,$x15,$x16,$x17,$x18,$x19,$x20,$x21,$x22,$x23,$x24,$x25,$x26,$x27,$x28,$x29,$x30,$x31,$x32,$x33,$x34,$x35,$x36,$x37,$x38,$x39,$x40,$x41,$x42,$x43,$x44,$x45,$x46,$x47,$x48,$x49,$x50,>>f1
3, 3, -1, 0, 3, 4, 0, 2, 0, -1, 1, 0, -1, 3, -1, 4, 3, 0, 1, 4, 1, 3, 3, 2, 2, 4, 0, 1, 4, 1, 1, 2, 3, 2, 0, 0, -1, 1, 2, 1, 2, 3, 3, -1, 1, 0, 1, 4, 1, 2, 4065
4, 4, -1, 0, 1, 1, 1, 4, 0, 0, 3, 0, 1, 1, 2, 1, 2, 2, 3, 2, 0, 1, 4, 2, 2, -1, 2, -1, 2, 0, 3, 3, 1, 2, 2, -1, 0, 0, 0, 3, 2, 0, 1, 1, 3, 0, -1, 1, 3, 4, 4499
-1, -1, 2, 0, 3, 4, -1, 3, 3, 3, -1, 4, 4, 4, 3, 1, 1, 1, 0, 4, 2, 4, 2, -1, 1, 1, 1, 1, 0, 1, -1, 2, 3, 2, 0, 1, 2, 1, 3, 2, -1, 3, 2, 0, 2, -1, 3, 3, 2, 3, 3660
-1, 0, 0, 2, 3, 3, 3, 2, -1, 1, 1, -1, 3, 0, 2, 0, 4, 0, 3, 1, 1, 4, 4, 1, 2, 1, 0, 4, 3, 0, 3, -1, 2, 0, 0, 4, 3, -1, -1, 2, 0, 3, -1, 0, 0, 3, 1, -1, 1, 3, 3925
-1, 0, 4, 4, 1, -1, 1, 1, 0, 2, 4, 0, 3, 0, 3, -1, 1, 3, 0, -1, 2, -1, 3, 1, -1, 3, 0, 4, 1, 1, 2, 1, 2, 0, 1, 2, 2, 4, 3, 3, 3, 0, 2, 2, 1, -1, 0, 4, -1, 3, 3858
1, 2, 3, -1, 0, 0, 0, 2, 3, 4, 2, 3, 2, 1, 2, 2, 3, 0, 2, -1, 1, 4, 0, 3, 4, 3, 3, 3, 4, 3, 4, 1, 0, 1, -1, 1, 0, 2, 2, 0, 1, -1, 3, 3, 0, 2, 1, 0, 4, 4, 4152
1, -1, 2, 3, 0, 0, 3, 2, 4, 2, -1, 3, 3, 1, -1, 0, 3, 3, 0, 1, 2, 2, 0, -1, 1, 0, 3, 2, -1, 3, 0, 2, 1, 0, 1, 4, 2, 4, 2, 2, 0, 1, -1, 1, 4, 3, 3, 2, 3, 3, 4070
4, 0, 1, 2, 3, 0, 4, 1, 1, 3, -1, 0, 4, 2, 0, -1, 2, 2, 2, 0, 1, 2, 0, 0, 2, 4, 3, 0, 3, 4, 1, 0, 4, -1, 1, -1, 3, -1, 1, 2, -1, 1, 0, 2, -1, -1, 1, 0, 3, 3, 4296
2, 0, 3, 4, 0, 3, 1, 2, 4, 0, 3, 2, 2, 1, 0, 2, -1, 2, 3, 1, 3, 2, 3, 2, 0, 3, 1, 0, 0, 0, 3, 0, -1, 2, 1, 2, 0, 1, 3, 3, 0, 4, 1, 3, 4, -1, 1, 1, 1, 1, 4644
2, -1, 4, 2, 3, 0, 2, 0, 3, 2, 3, 2, 1, 4, 0, -1, 0, 1, 4, 1, 1, 3, 0, 2, -1, 4, 3, 3, 1, 1, -1, -1, 3, 2, 2, -1, 2, 4, 4, 0, 3, 2, -1, 0, 0, 1, 2, 3, 3, 3, 3951
1, 1, 3, 2, 4, 2, 4, 3, 3, 1, 1, 2, -1, 4, -1, 2, 1, 4, 3, 0, 1, 3, 3, 2, 3, 1, 0, 2, 2, 3, 2, -1, 4, 0, -1, 0, 3, 2, 0, 0, 2, 3, 0, 4, 0, 0, 1, 3, -1, 1, 4188
-1, 0, 4, 4, 1, 2, 3, 4, 3, 1, 3, 4, 0, -1, 0, 3, -1, 3, 1, 3, 2, 0, 4, 0, 0, 0, 1, 2, 1, 1, 2, 3, -1, 4, 1, 1, -1, 3, 0, 1, 4, 3, 2, 4, 2, 3, 2, 0, -1, 2, 4028
-1, 2, -1, 2, 2, 1, 2, 3, 0, 2, 0, 4, 3, 2, 4, 3, 2, 1, 4, 0, 0, 1, 1, 1, -1, 2, 1, 0, 0, 3, 1, 1, -1, 3, 1, 4, 3, 3, 2, -1, 3, 1, -1, 3, 4, 2, 3, 3, 3, 1, 4172
3, 1, 2, -1, -1, -1, 3, 0, 0, -1, 0, 2, 0, 2, 1, 0, -1, 3, 0, 1, 2, 1, 3, -1, 2, 3, 2, 3, 0, 2, 4, 0, 3, 4, 1, 1, 1, 1, -1, 1, 0, 0, 2, 0, 3, 3, 0, 3, 2, 2, 4305
2, 4, 1, -1, 3, 0, 1, 0, 3, 1, -1, 1, 2, 4, 2, -1, 1, 3, 1, 2, 2, 3, 3, 3, 0, 0, 1, 1, 0, 3, 1, 3, 0, 2, 1, 3, 0, -1, 2, -1, 0, 2, 4, 3, 2, 4, 2, 2, 1, 3, 4330
1, -1, -1, -1, 3, 3, 4, 0, -1, 0, 4, 2, 3, 0, 2, 1, 3, 2, 4, -1, 4, 2, 2, 4, 3, 4, 1, 4, 0, 2, 4, 1, 1, 1, 2, 3, 3, -1, 3, 3, -1, 2, 4, 3, 1, 2, 3, 1, 1, 3, 3513
3, 2, -1, -1, -1, 0, 2, 0, 3, 0, 1, 2, 2, -1, 0, 1, 1, 1, 3, -1, -1, 0, 2, 2, 1, 1, 1, -1, -1, 1, -1, 0, 3, 3, -1, -1, 0, 1, 1, 3, -1, 3, 2, 0, 4, 3, 3, 1, 3, 2, 3861
4, 4, 0, 3, 0, 2, 1, 2, 3, 0, 3, 0, 4, 0, 3, 2, 2, 0, 0, 2, 1, 1, 0, -1, 0, -1, 0, 0, 2, 2, 1, 3, -1, 1, 2, 3, 1, 3, 2, 3, 1, 2, 3, 2, 1, 1, -1, 4, 0, 2, 4640
3, 3, 0, 2, 2, 3, 3, 0, 0, 2, 0, -1, 1, 1, 1, 2, 2, -1, 2, 3, 3, 1, 3, 2, 3, 0, 1, 1, 2, 2, 4, 0, 1, -1, 3, 3, 1, 0, 4, 3, 0, 3, 0, 2, 0, -1, 0, 2, 0, -1, 4477
0, 3, 4, 1, 3, -1, 4, 2, 2, 0, 3, 0, 1, 3, 2, -1, 4, 0, 0, 1, 0, -1, 1, -1, 1, 2, 2, -1, 2, 2, 1, -1, 4, -1, 4, 0, 2, 0, 2, 2, 1, 3, 2, 0, 3, 0, 2, 4, 3, 0, 4183
1, 2, 0, 3, -1, 4, 0, 0, 1, 0, 0, 1, 2, 4, 3, 2, 1, 0, 2, 0, 0, 3, 3, 2, 4, 0, 2, 3, 3, 2, 3, 4, 1, 1, 1, 3, 3, 2, 0, 1, 0, 3, 0, 2, 2, 1, 3, 4, 1, 2, 4752
2, 1, 1, 2, 4, 1, 3, 3, 4, 1, 3, 0, -1, 3, 0, 3, 1, 2, -1, 3, 0, 4, 1, 3, 4, -1, 0, 3, 2, -1, 4, 0, 4, 2, 0, 4, -1, 0, 2, 0, 3, 2, 1, 0, 4, 0, -1, 4, -1, 0, 3934
4, 0, 2, 2, 1, 3, 3, 4, 1, 0, 0, -1, 3, -1, 4, 3, 0, 3, 3, 3, 1, 3, 1, 3, 1, -1, 1, -1, 2, 0, 1, 4, 2, 0, -1, 4, 1, 1, 3, 0, 1, 1, 0, 0, 3, 1, -1, 2, 0, 2, 4315
1, 0, 4, 3, 3, 4, 1, 0, 1, 1, -1, 0, 3, 2, 0, 0, 3, 0, 4, 1, 1, 4, 2, 2, 3, 3, 3, 3, 2, 0, 2, -1, 2, -1, 1, 2, 4, 1, 2, 2, 0, 3, 4, 0, 2, 0, 1, 3, 1, 3, 4476
3, 3, 2, 0, 2, 1, 0, 1, 2, 4, 1, 1, 2, 1, 4, 1, 1, 0, 3, 4, 4, 0, 1, 1, 3, 0, 4, 0, 3, 0, 2, -1, 4, 4, 2, -1, 0, -1, 2, 2, 0, 3, 4, 0, -1, 2, 3, 0, 3, 1, 4424
2, -1, -1, 0, 1, 3, -1, 0, 0, 4, 3, -1, 4, 3, 2, 4, 2, 1, 3, 3, -1, 1, 0, -1, 4, 3, 0, 3, 2, 1, 0, 3, 2, 4, 1, 2, 3, 0, 1, 0, 0, 4, 4, 1, 3, 0, 4, 0, 0, 4, 4241
1, 3, 0, 3, 3, 3, 2, -1, -1, 0, 0, -1, -1, -1, 4, 1, 2, 3, 0, 2, 1, 0, 4, 1, -1, 3, 4, 3, 4, 3, 3, 2, 1, 2, 2, 2, 1, 0, 4, -1, 3, 0, 1, 2, 1, 2, -1, 1, 3, 0, 3860
4, 0, 3, 1, 4, -1, 3, 0, -1, -1, 1, 0, 1, -1, 0, 1, 0, 2, 1, 4, 3, 1, 2, 0, 0, 4, 0, 1, 2, 0, 3, 2, 4, 1, 0, 2, 2, -1, 0, 2, 4, 4, 1, 1, 2, 0, 2, -1, -1, 4, 4138
3, 3, 0, 2, 3, 0, 1, 0, 2, 3, 1, -1, 2, 1, -1, -1, 3, 2, 1, 0, 3, 3, 2, 2, 4, 0, 0, 1, 1, 2, 2, 4, 4, 1, 0, -1, 2, 0, 1, 3, 0, 1, 1, 0, 2, 2, 3, 1, 0, 4, 4708
0, 4, 2, 1, 3, 0, 0, 2, -1, 2, 0, 4, 2, 3, 4, 0, 0, -1, 2, 3, 2, 2, 1, 4, 1, 3, 4, 3, 3, 2, 2, 0, 1, 0, -1, 3, 3, 3, 3, 0, 1, 0, 4, -1, 3, 3, 1, 1, 4, -1, 3880
2, 0, 1, 1, 0, -1, -1, 3, 3, 4, 1, 0, -1, 1, 3, 3, 3, 3, -1, 3, 0, 3, 2, 2, 0, 4, 1, 3, 0, 1, 4, 2, 2, 4, 3, 2, 2, 1, 2, 0, 4, -1, 0, 1, 1, 0, 1, 3, 2, 4, 4244
-1, 0, 0, 3, 4, 1, 3, 4, 3, 2, 0, 1, 0, 1, 3, 3, 2, 1, 2, 2, 0, 3, 1, 4, 2, -1, 3, 0, 1, 2, 2, 1, -1, 3, 1, 2, 4, 4, 0, -1, 3, 1, 3, 1, 2, 4, 2, 1, 2, 0, 4373
0, 2, 0, 3, 3, 2, 2, -1, -1, 4, 2, 1, 0, -1, 2, 0, 2, 0, 1, 2, 3, 3, 0, 1, 2, 1, 4, 3, 4, 1, 2, 2, 3, 4, 3, 3, 2, -1, 1, 2, 0, -1, 1, 0, -1, 3, 0, -1, 4, -1, 3910
2, 0, 2, 2, -1, 3, 2, 3, 3, 3, 0, 4, 0, -1, 2, 2, 4, 1, 0, 0, -1, 0, 0, -1, 3, 0, 1, 3, 1, 2, 1, 0, 0, -1, 2, 0, 1, 3, 1, 2, 4, 1, 2, 4, 2, 2, 1, 3, 3, 1, 4417
1, 0, 2, 4, 0, -1, 3, 4, -1, 3, 1, -1, 3, -1, -1, 0, 3, 2, 4, 4, 3, 3, -1, 0, -1, 2, 4, 0, -1, -1, 3, 2, 4, 1, 2, 0, 1, 4, 4, 0, 0, -1, -1, 1, 3, 2, 0, -1, 3, 1, 3193
2, 0, 2, 2, 4, 2, 3, 4, 0, 0, 4, 3, 3, -1, 1, 3, -1, 3, 2, 1, 3, 3, 4, 2, 3, 2, -1, 3, 1, 3, 4, 0, 0, 2, -1, 1, -1, -1, 2, 0, 1, 2, 0, 3, -1, 0, 2, 0, 2, 4, 3843
2, -1, 0, 0, 1, 3, 2, 0, 2, 2, -1, 3, 1, -1, -1, 4, 4, 4, 1, 1, 1, 1, 2, 2, 2, 1, -1, 4, -1, 3, -1, 0, 3, 2, 0, 2, 0, 1, 2, 1, 0, 3, -1, -1, 3, 2, 4, 0, 1, 4, 3870
3, 1, 2, 2, 4, 0, 0, 0, -1, 2, -1, 2, 0, 1, -1, 4, 3, 3, 1, 0, 4, 1, 2, 1, 3, 0, -1, 0, 1, 0, 0, 1, 4, 3, 1, 0, -1, 3, 1, 2, 2, 0, 3, 1, 3, 3, 4, 4, 1, 4, 4304
4, 0, 4, 2, 2, 3, 2, 3, 0, 0, 1, 0, 4, 2, 2, 0, 1, 3, 0, 2, 1, -1, 3, 0, 0, 3, 2, 1, -1, 3, 3, 3, 4, 2, 2, -1, 4, 0, 3, 4, 1, 2, 3, 4, 0, 3, -1, 0, 2, 0, 4310
3, 4, 1, 1, 0, 2, 3, 0, -1, -1, 2, 0, 3, 0, 0, -1, 0, 0, 1, 0, 3, 2, 2, 3, 2, 2, -1, 4, 2, 0, 2, 3, -1, 3, -1, 0, 2, 2, -1, 4, 2, 3, 3, 2, 1, 0, -1, 4, 4, 4, 4025
3, -1, 1, 3, 2, 3, 3, -1, 2, 4, 3, 1, 2, -1, -1, 3, 2, 2, 3, 1, 0, 0, -1, 1, 0, 3, -1, 0, 1, 1, 2, 1, 1, -1, 0, 0, 0, 4, 0, 1, 1, 3, 0, 4, 3, -1, 2, 0, 3, 0, 4173
3, 2, 0, 2, 2, 1, 0, 2, 2, -1, 0, 1, 1, 0, 4, 2, 3, 2, 4, 0, 1, 4, -1, 3, 0, 0, 0, 1, 1, 3, -1, 1, 1, -1, 0, 2, 1, 4, 3, 1, -1, 2, -1, 0, 3, 3, -1, 2, 3, 1, 4148
-1, 3, 0, 1, 0, 1, 2, 4, 0, 2, 3, 2, 2, -1, -1, 2, 1, 1, 2, 0, 3, 2, -1, 2, -1, 4, -1, 3, 3, 4, 4, 2, 1, 3, 3, 3, 0, 1, 0, 3, 2, 4, 4, 2, 3, 2, 0, 1, 1, 0, 4054
-1, 3, 1, 4, 1, 3, 2, 2, 2, 1, 2, 0, -1, -1, -1, 1, 3, 1, 0, 0, 3, 1, 2, 2, 1, 2, 4, 0, 0, 0, 1, 2, 2, -1, 0, 1, 4, 3, 0, 2, 4, 0, 3, 1, 0, -1, 3, 0, 2, 1, 4488
1, 0, 3, -1, 0, 3, 3, 1, 0, -1, 3, 2, 1, 0, 0, 2, 2, 4, 0, 2, 4, 1, 2, 3, 1, 1, 1, 3, 0, 2, 2, 3, 0, 3, 1, 2, 2, 0, 1, 2, 4, 3, 1, 2, 2, 3, 1, 3, 3, 0, 4731
0, 2, 4, 2, 2, 2, 4, 1, 0, 1, 2, 4, 3, 3, 4, 4, 4, 4, 0, 2, -1, 4, 0, 0, 0, 1, 0, 2, -1, 2, 1, 3, -1, 1, 0, 1, 3, 0, -1, 1, 3, 1, 0, 0, 2, 3, 3, 2, 0, 2, 4462
-1, -1, 1, 1, 2, 4, 0, 1, 1, 1, 4, 2, -1, 0, 0, 2, 2, 2, 4, 0, 3, 0, 3, 3, 4, 1, 4, 2, 0, 3, 1, 3, 2, 3, 4, 2, 0, -1, 1, 1, 2, 2, 3, 0, -1, 1, 1, 0, 3, 1, 4317
1, 0, 4, -1, 0, 4, 4, 0, 1, 1, 0, 2, 4, 0, 3, 1, 3, -1, 3, 0, 1, 2, 2, 3, 1, 1, 2, 0, 3, 1, 0, 2, 3, 2, 2, 3, 4, 0, 0, -1, 1, 0, 4, 0, 2, 3, 4, -1, 4, 2, 4512
2, -1, 3, 1, 4, 3, 1, 0, 0, 3, 3, 2, 2, 1, 0, 0, 1, 3, 3, 3, -1, 3, 4, 4, -1, 0, 1, -1, 2, 1, 3, 0, 3, 2, 0, 0, -1, 2, 3, 4, 4, 0, 1, 2, 3, 4, 4, 1, 0, 2, 4027
2, 1, -1, 0, 2, 3, 1, -1, 2, 4, 0, 3, 0, 2, 3, 3, 2, 4, 4, 0, 2, 3, 1, 0, 3, 4, 2, 0, 2, -1, 1, 1, 0, -1, 1, 3, 3, 2, 1, 1, 1, -1, 4, 0, 2, 3, 3, 0, 2, 1, 4292
2, 0, 3, 2, 3, 4, 1, -1, 3, 1, -1, 1, 3, 0, 3, 2, 4, 0, -1, 4, 2, -1, 3, 1, 0, 2, 3, 0, 2, 3, 4, 4, -1, 2, 4, 0, 2, 3, 2, 0, 3, 1, 2, 1, 0, 0, 4, 3, 4, 1, 3934
3, 1, 2, 3, -1, 3, 0, 2, 2, 0, 2, 1, 2, 3, 1, 4, 0, 3, 2, 4, 1, -1, 0, 0, 3, 2, 1, 0, 2, 0, 4, 0, -1, 1, 2, 3, 0, 3, 1, 2, 2, -1, -1, 3, 4, 1, 0, 1, 0, 3, 4404
-1, 2, 0, 0, 2, 4, 4, 0, 4, 2, 0, 0, 0, 2, 0, 2, 4, 1, 2, 4, 1, 4, 3, 4, 0, 3, 0, -1, 1, 2, 1, 1, -1, 1, 4, -1, 3, 2, 1, 3, 2, 1, 0, 4, 3, 3, 1, 0, 0, 4, 4313
-1, 2, 1, 3, 3, 3, 2, 2, 0, 0, 0, 0, 0, 2, 4, 1, 0, 1, 1, 0, -1, 4, 2, 0, 2, 2, 4, 3, 0, 4, 0, 2, -1, 4, 2, 2, 2, 0, -1, 1, 1, 1, 1, 1, 3, 1, 0, 3, 3, 1, 4658
4, 2, 0, 1, 2, 1, 2, 0, -1, 0, 2, 1, 4, 2, 2, 0, 4, 1, 0, 3, 2, 0, 2, 2, 1, -1, 3, -1, 0, 3, 2, -1, 1, 4, 0, 0, 0, 4, -1, 1, 0, 1, -1, 1, 4, 1, 3, 3, 4, 1, 4186
3, 0, 0, 3, 1, 0, -1, 1, 1, 1, 2, -1, 4, 0, 3, 2, 3, 4, 2, 2, 1, 2, 0, 3, 3, -1, 0, -1, 1, 0, 3, 0, 0, 1, 3, -1, 1, 2, 0, 4, -1, 3, 0, 1, 2, 1, 3, 1, 2, 0, 4568
2, 0, 3, 0, 3, 2, 2, 4, 0, 1, 3, -1, -1, 4, 2, 2, 3, 3, 3, 1, 3, 1, 2, 2, 2, 3, 2, 0, 1, 4, 1, 1, 0, 3, 3, 1, 3, 0, 1, 2, 1, 0, 0, -1, 0, 0, 0, -1, 2, 4, 4439
3, 1, 1, 0, -1, 2, 2, 0, 3, 4, 2, 0, 1, 2, 2, 4, 1, 3, 1, 3, 1, 0, 2, 0, 3, 2, 4, 2, 1, 2, 3, 3, 3, 4, -1, 3, 0, 1, 1, 2, -1, 3, 1, 0, 0, 0, 0, 0, 0, 2, 4674
4, 3, 0, 3, 3, 3, -1, 2, 0, 0, 0, 2, 3, 2, 3, -1, 0, 1, 2, 0, -1, 1, 4, -1, 0, 3, 4, 0, 3, 3, 0, 1, 3, 4, 2, 1, 0, -1, -1, 0, 1, 2, -1, 3, 2, 0, 4, 2, 3, -1, 4119
0, 1, 1, 3, 2, 4, 2, 1, 4, 0, 1, 1, 3, 0, 2, 3, 3, 3, 4, 1, 4, 2, 4, -1, 2, -1, 2, 3, 3, 0, -1, 1, 3, 1, 2, 4, 0, 0, 2, 0, 2, 2, 1, 0, 1, 0, 2, 0, 3, 4, 4443
3, 2, 4, -1, -1, 2, 3, 0, -1, 3, 2, 0, -1, 1, 1, 3, 0, 3, 2, 4, 0, 2, 2, -1, 2, 2, 4, 2, 1, -1, 1, 1, 0, 1, 0, 0, 4, -1, -1, 4, 0, 1, 4, 4, 0, 0, 1, -1, 0, 2, 3850
1, 0, 0, 4, -1, 0, 4, -1, 0, 3, 1, -1, 2, 0, 2, -1, 2, 2, 0, 2, 1, 4, 2, 4, 3, 2, 1, 2, 4, 1, 0, 3, 1, 2, 1, 2, 4, 0, 2, 4, 0, 1, 0, 2, 0, 3, 3, 0, 1, 3, 4630
1, 4, 3, 2, -1, -1, 0, 0, 0, 4, 1, 1, 3, 2, 0, 0, 4, 3, 1, 3, 0, 0, 2, 3, 0, 3, 1, 3, -1, 3, 3, 0, 1, 4, -1, 3, 1, 1, 2, 2, 2, 2, 1, 3, 0, 3, -1, 2, 2, -1, 4153
3, 2, 1, 2, 1, 1, 0, -1, 2, 2, 2, 2, 1, 3, 1, 0, 2, 4, 0, 0, 4, 2, 4, 0, 2, 1, 0, 2, 0, -1, 2, 1, 1, -1, 1, -1, 4, 4, 3, 1, 0, 1, -1, 2, 0, 0, 3, -1, 1, 0, 4358
2, 2, 0, 2, 1, 1, 1, 2, 1, 1, 1, 3, 2, 3, 3, 1, 2, 3, 3, -1, 4, 0, 2, 1, -1, 1, 0, -1, 2, -1, 2, 4, 2, 3, 3, 2, 1, -1, 3, 3, 1, 3, 4, 4, -1, 0, -1, 0, 0, 3, 3994
1, 2, 2, 2, 0, 2, 1, 1, 4, -1, 0, 2, -1, 3, -1, 2, 3, 0, 3, 4, -1, 3, 4, 1, 3, 0, 0, 0, 2, -1, -1, 1, 2, 2, 4, 4, 0, 0, 3, 3, 3, 4, 3, 2, 1, 1, 0, 0, -1, 1, 3991
4, 0, 4, 4, 3, 0, 1, 0, 0, 3, 4, 0, 3, 2, 3, 2, -1, 2, 4, 3, 0, 2, 3, 1, 3, 0, 1, 3, 2, 4, -1, 2, 4, 0, -1, 4, 2, 3, 0, 2, 2, 4, -1, 2, 1, 3, 1, 0, 4, 3, 4022
1, 4, 0, 3, 4, 1, 2, 4, 0, 0, 3, 4, 0, 2, 4, 2, -1, 0, 0, 1, 2, 4, 3, 0, 1, -1, 1, -1, -1, 2, 0, 1, 1, 1, 4, 0, 3, 3, 2, 0, 0, -1, 3, 2, 4, 2, 2, 3, 3, -1, 4063
3, 2, 2, 0, 0, 3, 1, -1, 3, 2, 0, 0, 0, 3, 4, 2, 2, -1, 3, 4, 2, 4, -1, 1, 2, 1, -1, 3, 2, 1, 0, 0, 0, 4, -1, 0, 2, 0, 3, 4, 3, -1, 3, -1, 1, 0, 3, 1, 3, 4, 3875
1, 3, 2, 0, 0, 4, 3, 2, 0, 2, 2, 2, 3, 3, 0, 4, 1, -1, 3, -1, -1, 0, 2, 2, 4, 2, 1, 1, 1, 4, 3, 0, 1, 2, -1, 2, 0, 0, 2, 2, 1, 0, -1, 0, 3, 4, -1, 0, 0, -1, 4247
2, 0, 3, 2, 2, 0, 4, 1, -1, 2, 4, -1, 0, 2, -1, 1, 2, -1, 1, -1, 3, 4, -1, -1, 0, 3, -1, 3, 0, 0, 2, 2, 3, 3, 3, -1, 0, 1, 3, 3, 2, 0, 0, 1, 0, 0, 3, 3, 0, -1, 3798
1, 2, 0, 1, 3, 4, 4, 1, 4, 2, 0, 1, 0, 3, 0, 2, 1, 2, 4, 3, -1, 3, 4, 1, 2, 1, 0, 4, 2, 4, 0, 2, 0, 0, 0, 3, 0, 1, 4, 4, 1, 3, 2, 0, 2, 4, 1, 2, 2, 0, 4568
4, 2, 0, 4, -1, -1, 1, 4, 4, 1, 4, 1, 1, 3, 1, 0, 3, 3, 1, 3, 1, 2, 4, 1, 4, 2, 4, 2, 2, 3, 3, 3, 4, 0, 4, -1, -1, 4, 1, 1, 2, 0, 2, 4, -1, 0, 0, 3, 1, 0, 3793
1, 3, 4, -1, 0, 0, 3, 1, 2, 1, 3, -1, 0, 3, 2, 2, -1, -1, 2, 0, 2, 2, 0, 1, 0, 4, 1, 3, 3, 0, 2, 2, 1, 1, 0, 1, 0, 3, 0, -1, 0, 1, 2, -1, 2, 1, 4, 1, 3, 3, 4553
2, 3, 0, 3, 3, 4, 3, 3, 1, 0, -1, 3, -1, 1, 2, -1, 0, 1, 1, 4, 3, -1, 0, 2, 1, -1, 0, 1, 1, 0, 4, 2, 3, 3, 4, -1, 1, 2, 2, 0, 0, 1, -1, 2, 2, 2, 4, 2, 1, 2, 4177
3, -1, 4, 3, 3, 1, 0, 3, 2, 0, 1, 3, -1, 0, 3, 0, -1, -1, 3, 1, 0, 2, 2, 0, 1, 1, 0, 1, 2, 4, 0, 2, 0, 2, -1, 1, 3, 0, 2, 2, -1, 0, 4, 3, 2, 1, 3, 3, 1, 1, 4235
1, -1, 0, 3, 3, 0, 0, 2, -1, -1, 2, 4, 1, 2, 0, 1, 0, 2, 1, 1, -1, 0, 2, 3, 3, 3, -1, -1, 1, 2, 4, 2, 4, 4, 3, 0, -1, 3, 2, 2, 0, 1, 1, 2, 3, 2, 3, 0, 1, 2, 4100
0, 2, 2, 0, 3, 4, 4, 0, 3, 4, 2, 2, 4, -1, 2, 1, 2, 0, -1, 2, 3, 1, 1, 0, 0, 4, 3, 1, 1, 3, 0, 1, 2, 4, 3, 2, 1, 3, 3, 3, 2, 0, 3, -1, 1, 2, 2, 3, 3, 4, 4237
3, 3, 2, -1, 2, 2, 3, -1, 3, 0, -1, 0, 1, 4, 4, -1, 2, 3, 1, 2, 2, 3, -1, 3, 2, 0, 2, 1, -1, 4, 2, 3, 3, 0, 4, 0, 1, 2, 1, 0, 0, 4, 2, 1, 3, 0, 3, 0, 0, -1, 4078
1, -1, 3, 0, 2, 0, 4, 2, 3, -1, 1, 3, 3, 0, -1, 0, -1, 2, 2, 2, 2, -1, 2, 4, 1, -1, -1, 2, 1, 3, 1, 0, 1, 4, 0, 0, 0, -1, 4, 0, 2, 3, 1, 1, 3, 0, 0, 2, 2, 4, 3934
2, 1, 1, 3, 0, 4, 4, -1, 1, 1, 3, 4, 3, -1, 0, -1, -1, 1, 0, 1, 1, 4, 0, 3, 2, 1, 2, -1, 0, 0, 0, 4, 3, 3, -1, 3, -1, 2, 3, 4, 3, 2, 2, 2, 3, 1, 4, 2, 1, 1, 4060
3, 2, 1, 1, -1, 3, 2, 1, 0, 2, 4, -1, 3, -1, 0, -1, 3, 4, 4, 2, 4, -1, 4, -1, -1, 1, -1, 0, 3, 2, 3, 2, 0, 2, 1, 2, 0, 3, 3, 4, 0, 0, 0, 4, 2, -1, 2, 1, 2, 4, 3653
2, 3, 1, 0, 4, 4, 0, 0, 0, 2, -1, -1, 3, 2, 1, 1, 2, 0, 2, 0, 1, 0, 0, 1, 3, 2, 2, -1, 1, 2, 4, 0, 3, 3, 4, 2, 3, 2, 4, 0, 0, -1, 4, 3, 3, 2, -1, 1, -1, -1, 4115
1, 3, 4, 4, 0, 4, 4, 4, 1, 1, 0, -1, 0, 3, 1, 3, 4, 2, 4, 0, 0, 2, 3, 2, 2, -1, 3, 0, 2, 1, -1, 3, -1, 4, 2, 2, -1, 3, -1, 0, 3, 2, 4, 2, -1, 1, 0, 3, 1, 0, 3870
1, 0, 3, 0, 3, 4, 4, 2, 2, -1, 3, 3, 1, 0, 1, 3, 0, 4, 4, 0, -1, 4, 3, 1, 3, 1, 3, 4, 2, 1, 4, 3, 0, 1, 2, 4, 0, 3, 3, -1, 1, -1, -1, 3, 4, -1, 3, -1, -1, 2, 3634
3, 2, 2, 2, -1, 1, 1, 1, 2, 2, 2, 1, 2, 3, 1, 4, 0, 4, 3, 3, 2, -1, 2, 1, -1, 2, 4, 4, 3, 3, 0, 3, 0, 1, 3, 2, 3, 3, 4, 0, 3, 1, 1, 0, 0, 0, -1, 1, 1, 2, 4198
2, 2, 4, 3, 3, 2, 4, 0, 4, 2, 2, 0, 2, 3, 1, 1, 4, 3, 1, 4, 0, 0, 3, 0, 0, 3, 3, -1, 1, 4, 1, 1, 2, -1, 2, 4, 0, 3, 0, 2, 3, 1, 2, 1, 1, 0, -1, 1, 3, -1, 4290
-1, -1, 0, 2, 1, 0, 2, 3, -1, -1, 1, 2, 1, 4, 3, 3, 4, 2, 2, 0, 2, 0, 1, 0, 4, 3, 3, 2, 3, -1, 0, 1, 1, 1, 3, 4, 2, 4, 0, 3, 0, 3, 3, 4, 3, 1, 1, 0, 1, 1, 4251
-1, 3, 4, 3, 2, -1, 1, 0, 4, 3, 0, 0, 1, 0, 1, 0, 3, 0, -1, 3, 3, 2, 0, 3, 2, 2, 3, 1, 1, 1, 2, 3, 0, 2, 0, -1, 1, 4, 3, 2, 4, 4, 1, 4, 3, 0, 0, -1, 4, 2, 4164
3, 3, 3, 2, 0, 4, 0, 0, 4, 0, 1, 3, 0, 0, 0, 3, 2, 0, 3, 3, 4, -1, 4, 4, 4, 2, 1, 2, 0, 3, -1, 1, 2, -1, -1, 1, 2, 3, 0, 2, 2, 2, 0, 0, 3, 3, 3, 2, 1, -1, 4131
