$<obj,$no_mixed_refs,$rc_lookahead_40,$no_cabac,$no_8x8dct,$no_asm,$rc_lookahead,$ref_1,$no_fast_pskip,$no_weightb,$rc_lookahead_20,$ref_5,$no_mbtree,$ref_9,$no_deblock,$ref,$rc_lookahead_60
411.361638633,0,0,1,0,1,1,0,0,0,0,0,1,1,1,1,1
411.746190543,0,0,1,0,1,1,0,0,1,0,0,1,1,1,1,1
465.347160267,0,0,1,0,1,1,0,1,0,0,0,1,1,1,1,1
465.61963984,0,0,1,0,1,1,0,1,1,0,0,1,1,1,1,1
294.116031425,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1
363.44216655,1,0,0,0,1,1,0,1,0,0,0,0,1,1,1,1
293.366563244,1,0,1,0,1,1,0,0,0,0,0,0,1,1,1,1
361.828411701,1,0,1,0,1,1,0,1,0,0,0,0,1,1,1,1
334.231176671,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1
163.377641943,0,0,1,1,1,1,1,1,0,1,0,1,0,1,1,0
331.918394361,1,0,1,0,1,1,0,0,0,0,0,1,1,1,1,1
386.672379488,1,0,0,0,1,1,0,1,0,0,0,1,1,1,1,1
383.371840986,1,0,1,0,1,1,0,1,0,0,0,1,1,1,1,1
294.576564581,1,0,0,0,1,1,0,0,1,0,0,0,1,1,1,1
363.784928775,1,0,0,0,1,1,0,1,1,0,0,0,1,1,1,1
334.623326706,1,0,0,0,1,1,0,0,1,0,0,1,1,1,1,1
386.990447808,1,0,0,0,1,1,0,1,1,0,0,1,1,1,1,1
293.705526407,1,0,1,0,1,1,0,0,1,0,0,0,1,1,1,1
332.285850492,1,0,1,0,1,1,0,0,1,0,0,1,1,1,1,1
362.066699713,1,0,1,0,1,1,0,1,1,0,0,0,1,1,1,1
163.807782601,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0
383.782986332,1,0,1,0,1,1,0,1,1,0,0,1,1,1,1,1
337.965861184,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1
409.649314455,0,0,0,1,1,1,0,1,0,0,0,0,1,0,1,1
334.562748,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,1
405.902386135,0,0,1,1,1,1,0,1,0,0,0,0,1,0,1,1
338.202249666,0,0,0,1,1,1,0,0,1,0,0,0,1,0,1,1
334.937802255,0,0,1,1,1,1,0,0,1,0,0,0,1,0,1,1
409.724242789,0,0,0,1,1,1,0,1,1,0,0,0,1,0,1,1
406.22805258,0,0,1,1,1,1,0,1,1,0,0,0,1,0,1,1
287.524658367,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1
355.162110309,1,0,0,1,1,1,0,1,0,0,0,0,1,0,1,1
287.702161383,1,0,0,1,1,1,0,0,1,0,0,0,1,0,1,1
355.457384255,1,0,0,1,1,1,0,1,1,0,0,0,1,0,1,1
284.928845918,1,0,1,1,1,1,0,0,0,0,0,0,1,0,1,1
285.121545183,1,0,1,1,1,1,0,0,1,0,0,0,1,0,1,1
352.397239588,1,0,1,1,1,1,0,1,0,0,0,0,1,0,1,1
352.732403688,1,0,1,1,1,1,0,1,1,0,0,0,1,0,1,1
339.54141912,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1
411.310351292,0,0,0,1,1,1,0,1,0,0,0,0,1,1,1,1
336.795543711,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1
148.2480827,1,0,0,1,1,1,1,0,0,1,0,0,0,1,1,0
407.101836905,0,0,1,1,1,1,0,1,0,0,0,0,1,1,1,1
287.119005323,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1
284.81572067,1,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1
354.847634759,1,0,0,1,1,1,0,1,0,0,0,0,1,1,1,1
351.85102124,1,0,1,1,1,1,0,1,0,0,0,0,1,1,1,1
340.134919456,0,0,0,1,1,1,0,0,1,0,0,0,1,1,1,1
411.653113517,0,0,0,1,1,1,0,1,1,0,0,0,1,1,1,1
287.302206932,1,0,0,1,1,1,0,0,1,0,0,0,1,1,1,1
355.410742597,1,0,0,1,1,1,0,1,1,0,0,0,1,1,1,1
336.581743312,0,0,1,1,1,1,0,0,1,0,0,0,1,1,1,1
152.290284967,1,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0
284.915342909,1,0,1,1,1,1,0,0,1,0,0,0,1,1,1,1
407.473092097,0,0,1,1,1,1,0,1,1,0,0,0,1,1,1,1
352.172888622,1,0,1,1,1,1,0,1,1,0,0,0,1,1,1,1
394.774086093,0,0,0,1,1,1,0,0,0,0,0,1,1,0,1,1
448.594348518,0,0,0,1,1,1,0,1,0,0,0,1,1,0,1,1
391.266498697,0,0,1,1,1,1,0,0,0,0,0,1,1,0,1,1
444.621375993,0,0,1,1,1,1,0,1,0,0,0,1,1,0,1,1
394.95348864,0,0,0,1,1,1,0,0,1,0,0,1,1,0,1,1
391.789716381,0,0,1,1,1,1,0,0,1,0,0,1,1,0,1,1
448.811741688,0,0,0,1,1,1,0,1,1,0,0,1,1,0,1,1
146.823846926,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0
156.275067262,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
253.187626427,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
349.155358804,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
150.105097019,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0
154.479337329,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0
158.973248101,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0
175.662148796,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0
154.853165058,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
154.844047308,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0
154.477730897,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
155.486381932,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
